id,addr,place,class,type,call,lat,lng
4713,서울특별시 강남구 영동대로 517,봉은사역 엘리베이터 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4714,서울특별시 강남구 영동대로 517,봉은사역 엘리베이터 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4715,서울특별시 강남구 봉은사로 524,무역센터 공항버스정류장(23-818) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4716,서울특별시 강남구 봉은사로 524,무역센터 공항버스정류장(23-818) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4717,서울특별시 강남구 봉은사로 524,무역센터 버스정류장(23-198) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4718,서울특별시 강남구 봉은사로 524,무역센터 버스정류장(23-198) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4719,서울특별시 강남구 봉은사로 524,무역센터 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4720,서울특별시 강남구 봉은사로 524,무역센터 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4721,서울특별시 강남구 영동대로 512,봉은사역 6번출구 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4722,서울특별시 강남구 영동대로 512,봉은사역 6번출구 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4723,서울특별시 강남구 봉은사로 524,인터콘티넨탈호텔(영동대로) 버스정류장(23-905) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4724,서울특별시 강남구 봉은사로 524,인터콘티넨탈호텔(영동대로) 버스정류장(23-905) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4725,서울특별시 강남구 영동대로 513(삼성동 111-8),삼성역 6번출구 지하철역 입구,가로쓰레기통,일반쓰레기,,,
4726,서울특별시 강남구 영동대로 513(삼성동 111-8),삼성역 6번출구 지하철역 입구,가로쓰레기통,재활용쓰레기,,,
4727,서울특별시 강남구 영동대로 506,삼성역 7번출구 지하철역 입구,가로쓰레기통,일반쓰레기,,,
4728,서울특별시 강남구 영동대로 506,삼성역 7번출구 지하철역 입구,가로쓰레기통,재활용쓰레기,,,
4729,서울특별시 강남구 영동대로 508,한국산업은행 버스정류장(23-906) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4730,서울특별시 강남구 영동대로 508,한국산업은행 버스정류장(23-906) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4731,서울특별시 강남구 영동대로 512,한전앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4732,서울특별시 강남구 영동대로 512,한전앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4733,서울특별시 강남구 영동대로 618,호텔인나인 버스정류장(23-192) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4734,서울특별시 강남구 영동대로 618,호텔인나인 버스정류장(23-192) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4735,서울특별시 강남구 영동대로 646,청담역 1번출구 지하철역 입구,가로쓰레기통,일반쓰레기,,,
4736,서울특별시 강남구 영동대로 646,청담역 1번출구 지하철역 입구,가로쓰레기통,재활용쓰레기,,,
4737,서울특별시 강남구 영동대로 704,청담역 14번출구 지하철역 입구,가로쓰레기통,일반쓰레기,,,
4738,서울특별시 강남구 영동대로 704,청담역 14번출구 지하철역 입구,가로쓰레기통,재활용쓰레기,,,
4739,서울특별시 강남구 영동대로 708,이안빌딩 국민은행 365 자동화지점 버스정류장(23-171) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4740,서울특별시 강남구 영동대로 708,이안빌딩 국민은행 365 자동화지점 버스정류장(23-171) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4741,서울특별시 강남구 영동대로 720,스타벅스 청담영동대로점 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4742,서울특별시 강남구 영동대로 720,스타벅스 청담영동대로점 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4743,서울특별시 강남구 영동대로 726,제일정형외과 버스정류장(23-168) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4744,서울특별시 강남구 영동대로 726,제일정형외과 버스정류장(23-168) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4745,서울특별시 강남구 봉은사로 516,미켈란 107 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4746,서울특별시 강남구 봉은사로 516,미켈란 107 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4747,서울특별시 강남구 테헤란로87길 30,명인등심 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4748,서울특별시 강남구 테헤란로87길 30,명인등심 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4749,서울특별시 강남구 테헤란로87길 39,심스빌딩 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4750,서울특별시 강남구 테헤란로87길 39,심스빌딩 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4751,서울특별시 강남구 봉은사로 524,세븐럭카지노 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4752,서울특별시 강남구 봉은사로 524,세븐럭카지노 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4753,서울특별시 강남구 봉은사로114길 32,서울의료원 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4754,서울특별시 강남구 봉은사로114길 32,서울의료원 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4755,서울특별시 강남구 강남대로 240,양재역3/4번출구사이 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4756,서울특별시 강남구 강남대로 240,양재역3/4번출구사이 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4757,서울특별시 강남구 강남대로 262,양재캠코빌딩 주차장입구 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4758,서울특별시 강남구 강남대로 262,양재캠코빌딩 주차장입구 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4759,서울특별시 강남구 강남대로 318,타워837빌딩 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4760,서울특별시 강남구 강남대로 318,타워837빌딩 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4761,서울특별시 강남구 강남대로 328,강남쉐르빌 버스정류장(23-295) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4762,서울특별시 강남구 강남대로 328,강남쉐르빌 버스정류장(23-295) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4763,서울특별시 강남구 강남대로 362,강남대륭빌딩 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4764,서울특별시 강남구 강남대로 362,강남대륭빌딩 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4765,서울특별시 강남구 강남대로 382,강남역2번출구 앞 지하철역 입구,가로쓰레기통,일반쓰레기,,,
4766,서울특별시 강남구 강남대로 382,강남역2번출구 앞 지하철역 입구,가로쓰레기통,재활용쓰레기,,,
4767,서울특별시 강남구 테헤란로 108,강남역1번출구 앞 지하철역 입구,가로쓰레기통,일반쓰레기,,,
4768,서울특별시 강남구 테헤란로108,강남역1번출구 앞 지하철역 입구,가로쓰레기통,재활용쓰레기,,,
4769,서울특별시 강남구 테헤란로 110,캠브리지빌딩 앞 버스정류장(23-287) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4770,서울특별시 강남구 테헤란로 110,캠브리지빌딩 앞 버스정류장(23-287) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4771,서울특별시 강남구 테헤란로 132,한독약품빌딩 앞 버스정류장(23-288) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4772,서울특별시 강남구 테헤란로 132,한독약품빌딩 앞 버스정류장(23-288) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4773,서울특별시 강남구 테헤란로 142,역삼역3번출구앞 지하철역 입구,가로쓰레기통,일반쓰레기,,,
4774,서울특별시 강남구 테헤란로 142,역삼역3번출구앞 지하철역 입구,가로쓰레기통,재활용쓰레기,,,
4775,서울특별시 강남구 테헤란로 208,클래시스빌딩 앞 버스정류장(23-305) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4776,서울특별시 강남구 테헤란로 208,클래시스빌딩 앞 버스정류장(23-305) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4777,서울특별시 강남구 테헤란로 306,카이트빌딩 앞 버스정류장(23-306) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4778,서울특별시 강남구 테헤란로 306,카이트빌딩 앞 버스정류장(23-306) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4779,서울특별시 강남구 테헤란로 332,선릉역4번출구 지하철역 입구,가로쓰레기통,일반쓰레기,,,
4780,서울특별시 강남구 테헤란로 332,선릉역4번출구 지하철역 입구,가로쓰레기통,재활용쓰레기,,,
4781,서울특별시 강남구 테헤란로 406,선릉역1번출구 버스정류장(23-259) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4782,서울특별시 강남구 테헤란로 406,선릉역1번출구 버스정류장(23-259) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4783,서울특별시 강남구 테헤란로 414,L&B타워 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4784,서울특별시 강남구 테헤란로 414,L&B타워 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4785,서울특별시 강남구 테헤란로 432,DB빌딩 앞 버스정류장(23-260) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4786,서울특별시 강남구 테헤란로 432,DB빌딩 앞 버스정류장(23-260) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4787,서울특별시 강남구 테헤란로 440,포스코빌딩 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4788,서울특별시 강남구 테헤란로 440,포스코빌딩 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4789,서울특별시 강남구 테헤란로 440,포스코빌딩 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4790,서울특별시 강남구 테헤란로 440,포스코빌딩 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4791,서울특별시 강남구 테헤란로 508,해성2빌딩 앞 버스정류장(23-523) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4792,서울특별시 강남구 테헤란로 508,해성2빌딩 앞 버스정류장(23-523) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4793,서울특별시 강남구 테헤란로 510,루첸타워 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4794,서울특별시 강남구 테헤란로 510,루첸타워 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4795,서울특별시 강남구 테헤란로 516,정헌빌딩 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4796,서울특별시 강남구 테헤란로 516,정헌빌딩 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4797,서울특별시 강남구 테헤란로 524,삼성대세빌딩 앞 버스정류장(23-251) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4798,서울특별시 강남구 테헤란로 524,삼성대세빌딩 앞 버스정류장(23-251) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4799,서울특별시 강남구 테헤란로 610,삼성역1번출구 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4800,서울특별시 강남구 테헤란로 610,삼성역2번출구 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4801,서울특별시 강남구 테헤란로 626,메디톡스빌딩 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4802,서울특별시 강남구 테헤란로 626,메디톡스빌딩 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4803,서울특별시 강남구 테헤란로114길 11,강남경찰서 앞 버스정류장(23-243) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4804,서울특별시 강남구 테헤란로114길 11,강남경찰서 앞 버스정류장(23-243) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4805,서울특별시 강남구 역삼로 315,SK뷰아파트상가 버스정류장(23-598) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4806,서울특별시 강남구 역삼로 315,SK뷰아파트상가 버스정류장(23-598) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4807,서울특별시 강남구 역삼로 541,휘문중/고교 앞 버스정류장(23-249) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4808,서울특별시 강남구 역삼로 541,휘문중/고교 앞 버스정류장(23-249) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4809,서울특별시 강남구 역삼로 538,매머드커피숍 앞 버스정류장(23-248) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4810,서울특별시 강남구 역삼로 538,매머드커피숍 앞 버스정류장(23-248) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4811,서울특별시 강남구 삼성로 352,(역삼로)창진빌딩 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4812,서울특별시 강남구 삼성로 352,(역삼로)창진빌딩 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4813,서울특별시 강남구 도곡로 531,대치빌딩 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4814,서울특별시 강남구 도곡로 531,대치빌딩 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4815,서울특별시 강남구 도곡로 449,줌바댄스학원 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4816,서울특별시 강남구 도곡로 449,줌바댄스학원 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4817,서울특별시 강남구 도곡로 421,공영주차장입구 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4818,서울특별시 강남구 도곡로 421,공영주차장입구 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4819,서울특별시 강남구 도곡로 407,까사미야매장 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4820,서울특별시 강남구 도곡로 407,까사미야매장 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4821,서울특별시 강남구 도곡로 418,강원빌딩 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4822,서울특별시 강남구 도곡로 418,강원빌딩 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4823,서울특별시 강남구 도곡로 440,청운빌딩 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4824,서울특별시 강남구 도곡로 440,청운빌딩 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4825,서울특별시 강남구 도곡로 458,정일빌딩 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4826,서울특별시 강남구 도곡로 458,정일빌딩 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4827,서울특별시 강남구 도곡로 504,샤보텐매장 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4828,서울특별시 강남구 도곡로 504,샤보텐매장 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4829,서울특별시 강남구 도곡로 516,삼성상가 앞 버스정류장(23-235) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4830,서울특별시 강남구 도곡로 516,삼성상가 앞 버스정류장(23-235) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4831,서울특별시 강남구 도곡로 327,한티역7번출구 버스정류장(23-310) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4832,서울특별시 강남구 도곡로 327,한티역7번출구 버스정류장(23-310) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4833,서울특별시 강남구 도곡로43길 21,래미안그레이튼아파트 버스정류장(23-311) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4834,서울특별시 강남구 도곡로43길 21,래미안그레이튼아파트 버스정류장(23-311) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4835,서울특별시 강남구 도곡로 253,BMW오토바이매장 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4836,서울특별시 강남구 도곡로 253,BMW오토바이매장 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4837,서울특별시 강남구 도곡로 213,마고빌딩앞 버스정류장(23-312) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4838,서울특별시 강남구 도곡로 213,마고빌딩앞 버스정류장(23-312) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4839,서울특별시 강남구 도곡로 175,창림빌딩앞 버스정류장(23-291) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4840,서울특별시 강남구 도곡로 175,창림빌딩앞 버스정류장(23-291) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4841,서울특별시 강남구 도곡로 121,아우디도곡전시장 버스정류장(23-294) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4842,서울특별시 강남구 도곡로 121,아우디도곡전시장 버스정류장(23-294) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4843,서울특별시 강남구 도곡로 112,서한빌딩앞 버스정류장(23-321) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4844,서울특별시 강남구 도곡로 112,서한빌딩앞버스정류장(23-321) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4845,서울특별시 강남구 도곡로 176,크리스빌딩앞 버스정류장(23-314) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4846,서울특별시 강남구 도곡로 176,크리스빌딩앞 버스정류장(23-314) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4847,서울특별시 강남구 도곡로 214,롤스웰빌딩앞 버스정류장(23-315) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4848,서울특별시 강남구 도곡로 214,롤스웰빌딩앞 버스정류장(23-315) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4849,서울특별시 강남구 도곡로43길 21,래미안그레이튼아파트 버스정류장(23-330) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4850,서울특별시 강남구 도곡로43길 21,래미안그레이튼아파트 버스정류장(23-330) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4851,서울특별시 강남구 도곡로 435,다이소대치점 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4852,서울특별시 강남구 도곡로 435,다이소대치점앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4853,서울특별시 강남구 도곡로 404,한티역 3번출구앞 버스정류장(23-222) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4854,서울특별시 강남구 도곡로 404,한티역3 번출구앞 버스정류장(23-222) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4855,서울특별시 강남구 삼성로 212,(남부순환로) 은마아파트2동 앞 버스정류장(23-237) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4856,서울특별시 강남구 삼성로 212,(남부순환로) 은마아파트2동 앞 버스정류장(23-237) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4857,서울특별시 강남구 남부순환로 2935,대치프라자 앞 버스정류장(23-226) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4858,서울특별시 강남구 남부순환로 2935,대치프라자 앞 버스정류장(23-226) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4859,서울특별시 강남구 남부순환로 2913,동하빌딩 앞 버스정류장(23-227) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4860,서울특별시 강남구 남부순환로 2913,동하빌딩 앞 버스정류장(23-227) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4861,서울특별시 강남구 남부순환로 2909,여천빌딩앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4862,서울특별시 강남구 남부순환로 2909,여천빌딩앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4863,서울특별시 강남구 남부순환로 2753,롯데시네마앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4864,서울특별시 강남구 남부순환로 2753,롯데시네마앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4865,서울특별시 강남구 선릉로 206,(남부순환로)도곡역 2번출구 앞 지하철역 입구,가로쓰레기통,일반쓰레기,,,
4866,서울특별시 강남구 선릉로 206,(남부순환로)도곡역 2번출구 앞 지하철역 입구,가로쓰레기통,재활용쓰레기,,,
4867,서울특별시 강남구 남부순환로 2912,그랑프리상가 앞 버스정류장(23-228) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4868,서울특별시 강남구 남부순환로 2912,그랑프리상가 앞 버스정류장(23-228) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4869,서울특별시 강남구 삼성로 155,(남부순환로)대치역7번출구 앞 지하철역 입구,가로쓰레기통,일반쓰레기,,,
4870,서울특별시 강남구 삼성로 155,(남부순환로)대치역7번출구 앞 지하철역 입구,가로쓰레기통,재활용쓰레기,,,
4871,서울특별시 강남구 삼성로 150,(남부순환로) 미도아파트201동 앞 버스정류장(23-238) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4872,서울특별시 강남구 삼성로 150,(남부순환로) 미도아파트201동 앞 버스정류장(23-238) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4873,서울특별시 강남구 남부순환로 3104,학여울역 1번출구 앞 지하철역 입구,가로쓰레기통,일반쓰레기,,,
4874,서울특별시 강남구 남부순환로 3104,학여울역 2번출구 앞 지하철역 입구,가로쓰레기통,재활용쓰레기,,,
4875,서울특별시 강남구 남부순환로 2807,숙명여고앞 버스정류장(23-329) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4876,서울특별시 강남구 남부순환로 2807,숙명여고앞 버스정류장(23-329) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4877,서울특별시 강남구 남부순환로 2747,도곡동 매봉역2번출구앞 지하철역 입구,가로쓰레기통,일반쓰레기,,,
4878,서울특별시 강남구 남부순환로 2747,도곡동 매봉역3번출구앞 지하철역 입구,가로쓰레기통,재활용쓰레기,,,
4879,서울특별시 강남구 남부순환로 2729,바스타빌딩앞 버스정류장(23-317) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4880,서울특별시 강남구 남부순환로 2729,바스타빌딩앞 버스정류장(23-317) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4881,서울특별시 강남구 남부순환로 2736,지앤지빌딩앞 버스정류장(23-323) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4882,서울특별시 강남구 남부순환로 2736,지앤지빌딩앞 버스정류장(23-323) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4883,서울특별시 강남구 남부순환로 2748,아성빌딩앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4884,서울특별시 강남구 남부순환로 2748,아성빌딩앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4885,서울특별시 강남구 언주로 123,(남부순환로)개포한신아파트앞 버스정류장(23-324) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4886,서울특별시 강남구 언주로 123,(남부순환로)개포한신아파트앞 버스정류장(23-324) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4887,서울특별시 강남구 언주로30길 57,(남부순환로)도곡역4번출구 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4888,서울특별시 강남구 언주로30길 57,(남부순환로)도곡역4번출구 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4889,서울특별시 강남구 선릉로 120,(남부순환로)개포2차우성아파트9동 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4890,서울특별시 강남구 선릉로 120,(남부순환로)개포2차우성아파트9동 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4891,서울특별시 강남구 영동대로 302,현대자동차전시장 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4892,서울특별시 강남구 영동대로 302,현대자동차전시장 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4893,서울특별시 강남구 영동대로 318,아우디대치전시장 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4894,서울특별시 강남구 영동대로 318,아우디대치전시장 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4895,서울특별시 강남구 영동대로 334,벤츠전시장 앞 버스정류장(23-507) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4896,서울특별시 강남구 영동대로 334,벤츠전시장 앞 버스정류장(23-507) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4897,서울특별시 강남구 영동대로 430,아이파크모델하우스 버스정류장(23-741) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4898,서울특별시 강남구 영동대로 430,아이파크모델하우스 버스정류장(23-741) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4899,서울특별시 강남구 영동대로 429,세아빌딩앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4900,서울특별시 강남구 영동대로 429,세아빌딩앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4901,서울특별시 강남구 영동대로 401,포르쉐전시장 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4902,서울특별시 강남구 영동대로 401,포르쉐전시장 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4903,서울특별시 강남구 영동대로 311,SOMO빌딩 앞 버스정류장(23-857) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4904,서울특별시 강남구 영동대로 311,SOMO빌딩 앞 버스정류장(23-857) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4905,서울특별시 강남구 영동대로 301,BMW전시장 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4906,서울특별시 강남구 영동대로 301,BMW전시장 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4907,서울특별시 강남구 영동대로 202,LG베스트샵전시장 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4908,서울특별시 강남구 영동대로 202,LG베스트샵전시장 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4909,서울특별시 강남구 영동대로 216,상지빌딩 앞 버스정류장(23-240) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
4910,서울특별시 강남구 영동대로 216,상지빌딩 앞 버스정류장(23-240) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
4911,서울특별시 강남구 영동대로 230,대치우성아파트5동 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4912,서울특별시 강남구 영동대로 230,대치우성아파트6동 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
4913,서울특별시 강남구 영동대로 235,GS칼텍스은마주유소 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
4914,서울특별시 강남구 영동대로 235,GS칼텍스은마주유소 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
