id,addr,place,class,type,call,lat,lng
2053,서울특별시 은평구 서오릉로 203,서오릉로 203 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2054,서울특별시 은평구 서오릉로 203,서오릉로 203 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2055,서울특별시 은평구 서오릉로 185,서오릉로 185 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2056,서울특별시 은평구 서오릉로 185,서오릉로 185 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2057,서울특별시 은평구 서오릉로 173,서오릉로 173 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2058,서울특별시 은평구 서오릉로 173,서오릉로 173 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2059,서울특별시 은평구 서오릉로 123,역촌동 1-12 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2060,서울특별시 은평구 서오릉로 123,역촌동 1-12 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2061,서울특별시 은평구 서오릉로 101,역촌사거리 하나은행 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2062,서울특별시 은평구 서오릉로 101,역촌사거리 하나은행 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2063,서울특별시 은평구 서오릉로 71,서오릉로 71 은성자동차공업사 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2064,서울특별시 은평구 서오릉로 71,서오릉로 71 은성자동차공업사 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2065,서울특별시 은평구 서오릉로 25,서오릉로 25 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2066,서울특별시 은평구 서오릉로 25,서오릉로 25 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2067,서울특별시 은평구 서오릉로 24,서오릉로 24 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2068,서울특별시 은평구 서오릉로 24,서오릉로 24 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2069,서울특별시 은평구 서오릉로 72,역촌역 2번 출구 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2070,서울특별시 은평구 서오릉로 72,역촌역 2번 출구 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2071,서울특별시 은평구 서오릉로 90,서오릉로 90 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2072,서울특별시 은평구 서오릉로 90,서오릉로 90 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2073,서울특별시 은평구 서오릉로 138,서오릉로 138 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2074,서울특별시 은평구 서오릉로 138,서오릉로 138 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2075,서울특별시 은평구 서오릉로 150,서오릉로 150 LG전자 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2076,서울특별시 은평구 서오릉로 150,서오릉로 150 LG전자 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2077,서울특별시 은평구 서오릉로 273,현대상사 건너편 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2078,서울특별시 은평구 서오릉로 273,현대상사 건너편 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2079,서울특별시 은평구 은평로 26,은평로 26 신사1치안센터 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2080,서울특별시 은평구 은평로 26,은평로 26 신사1치안센터 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2081,서울특별시 은평구 은평로 56,은평로 56 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2082,서울특별시 은평구 은평로 56,은평로 56 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2083,서울특별시 은평구 은평로 98,은평로 98 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2084,서울특별시 은평구 은평로 98,은평로 98 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2085,서울특별시 은평구 은평로 142,은평로 142 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2086,서울특별시 은평구 은평로 142,은평로 142 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2087,서울특별시 은평구 은평로 172,은평로 172 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2088,서울특별시 은평구 은평로 172,은평로 172 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2089,서울특별시 은평구 은평로 244,은평로 244 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2090,서울특별시 은평구 은평로 244,은평로 244 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2091,서울특별시 은평구 은평로 245,녹번119 안전센터 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2092,서울특별시 은평구 은평로 245,녹번119 안전센터 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2093,서울특별시 은평구 은평로 219,은평로 219 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2094,서울특별시 은평구 은평로 219,은평로 219 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2095,서울특별시 은평구 은평로 201,은평로 201 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2096,서울특별시 은평구 은평로 201,은평로 201 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2097,서울특별시 은평구 은평로 173,은평로 173 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2098,서울특별시 은평구 은평로 173,은평로 173 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2099,서울특별시 은평구 은평로 143,은평로 143 국민은행 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2100,서울특별시 은평구 은평로 143,은평로 143 국민은행 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2101,서울특별시 은평구 은평로 107,은평로 107 새마을금고 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2102,서울특별시 은평구 은평로 107,은평로 107 새마을금고 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2103,서울특별시 은평구 은평로 97,은평로 97 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2104,서울특별시 은평구 은평로 97,은평로 97 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2105,서울특별시 은평구 은평로(역촌동 43-13),응암 소공원 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2106,서울특별시 은평구 은평로(역촌동 43-13),응암 소공원 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2107,서울특별시 은평구 은평로 63,은평로 63 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2108,서울특별시 은평구 은평로 63,은평로 63 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2109,서울특별시 은평구 은평로 25,은평로 25 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2110,서울특별시 은평구 은평로 25,은평로 25 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2111,서울특별시 은평구 은평로 7,은평로 7 신사동 성당 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2112,서울특별시 은평구 은평로 7,은평로 7 신사동 성당 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2113,서울특별시 은평구 응암로 214,응암로 214 응암우체국 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2114,서울특별시 은평구 응암로 214,응암로 214 응암우체국 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2115,서울특별시 은평구 응암로 242,응암로 242 서서울농협 버스정류장 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
2116,서울특별시 은평구 응암로 242,응암로 242 서서울농협 버스정류장 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
2117,서울특별시 은평구 응암로 281,프롬하츠커피응암점 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2118,서울특별시 은평구 응암로 281,프롬하츠커피응암점 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2119,서울특별시 은평구 응암로 294,응암로 294 피자헛 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2120,서울특별시 은평구 응암로 294,응암로 294 피자헛 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2121,서울특별시 은평구 응암로 366,하동 추어탕집 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2122,서울특별시 은평구 응암로 366,하동 추어탕집 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2123,서울특별시 은평구 응암로 301,은평교회 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2124,서울특별시 은평구 응암로 301,은평교회 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2125,서울특별시 은평구 응암로 363,응암로 363 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2126,서울특별시 은평구 응암로 363,응암로 363 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2127,서울특별시 은평구 응암로 251,응암로 251 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
2128,서울특별시 은평구 응암로 251,응암로 251 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
2129,서울특별시 은평구 응암로 215,응암로 215 앞(응암3동주민센터 버스정류장) 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2130,서울특별시 은평구 응암로 215,응암로 215 앞(응암3동주민센터 버스정류장) 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2131,서울특별시 은평구 응암로 175,응암로 175 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2132,서울특별시 은평구 응암로 175,응암로 175 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2133,서울특별시 은평구 연서로 36,연서로 36 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2134,서울특별시 은평구 연서로 36,연서로 36 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2135,서울특별시 은평구 연서로 130-1,연서로 130-1 일신부동산 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2136,서울특별시 은평구 연서로 130-1,연서로 130-1 일신부동산 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2137,서울특별시 은평구 연서로 162,연서로 162 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2138,서울특별시 은평구 연서로 162,연서로 162 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2139,서울특별시 은평구 연서로 218,연서로 218 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2140,서울특별시 은평구 연서로 218,연서로 218 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2141,서울특별시 은평구 연서로 282,연서로 282 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2142,서울특별시 은평구 연서로 282,연서로 282 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2143,서울특별시 은평구 연서로 332,연서로 332 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2144,서울특별시 은평구 연서로 332,연서로 332 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2145,서울특별시 은평구 연서로 344,연서로 344 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2146,서울특별시 은평구 연서로 344,연서로 344 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2147,서울특별시 은평구 연서로 209,연서로 209 무극안경 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2148,서울특별시 은평구 연서로 209,연서로 209 무극안경 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2149,서울특별시 은평구 연서로 177,연서로 177 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2150,서울특별시 은평구 연서로 177,연서로 177 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2151,서울특별시 은평구 연서로 145,연서로 145 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2152,서울특별시 은평구 연서로 145,연서로 145 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2153,서울특별시 은평구 연서로 129,연서로 129 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2154,서울특별시 은평구 연서로 129,연서로 129 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2155,서울특별시 은평구 연서로 79,연서로 79 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2156,서울특별시 은평구 연서로 79,연서로 79 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2157,서울특별시 은평구 연서로 41,연서로 41 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2158,서울특별시 은평구 연서로 41,연서로 41 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2159,서울특별시 은평구 연서로 13 ,연서로 13  도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2160,서울특별시 은평구 연서로 13 ,연서로 13  도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2161,서울특별시 은평구 은평터널로 146,은평터널로 146 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
2162,서울특별시 은평구 은평터널로 146,은평터널로 146 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
2163,서울특별시 은평구 은평터널로 170,은평터널로 170 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2164,서울특별시 은평구 은평터널로 170,은평터널로 170 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2165,서울특별시 은평구 은평터널로 145,은평터널로 145 카맨샾 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2166,서울특별시 은평구 은평터널로 145,은평터널로 145 카맨샾 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2167,서울특별시 은평구 은평터널로 59,은평터널로 59 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2168,서울특별시 은평구 은평터널로 59,은평터널로 59 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2169,서울특별시 은평구 은평터널로 31,은평터널로 31 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2170,서울특별시 은평구 은평터널로 31,은평터널로 31 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2171,서울특별시 은평구 은평터널로 26,은평터널로 26 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2172,서울특별시 은평구 은평터널로 26,은평터널로 26 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2173,서울특별시 은평구 증산로 395,증산로 395 서울낚시 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2174,서울특별시 은평구 증산로 395,증산로 395 서울낚시 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2175,서울특별시 은평구 증산로 지하 306,증산역 4번출구 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2176,서울특별시 은평구 증산로 지하 306,증산역 4번출구 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2177,서울특별시 은평구 증산로 297,증산로 297 파리바게뜨 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2178,서울특별시 은평구 증산로 297,증산로 297 파리바게뜨 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2179,서울특별시 은평구 증산로 251,증산로 251 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2180,서울특별시 은평구 증산로 251,증산로 251 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2181,서울특별시 은평구 증산로 3길 12,증산 종합시장 버스정류장 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
2182,서울특별시 은평구 증산로 3길 12,증산 종합시장 버스정류장 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
2183,서울특별시 은평구 증산로 지하 306,증산역 엘리베이터 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2184,서울특별시 은평구 증산로 지하 306,증산역 엘리베이터 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2185,서울특별시 은평구 증산로 지하 306,증산역 2번 사이 환풍기 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2186,서울특별시 은평구 증산로 358,와산교 버스정류장(12-175) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
2187,서울특별시 은평구 증산로 358,와산교 버스정류장(12-175) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
2188,서울특별시 은평구 증산로 396,숭실고 입구 버스정류장(12-335) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
2189,서울특별시 은평구 증산로 396,숭실고 입구 버스정류장(12-335) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
2190,서울특별시 은평구 증산로 414,증산로 414 은평춘당 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2191,서울특별시 은평구 증산로 414,증산로 414 은평춘당 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2192,서울특별시 은평구 증산로 470,응암역 신사오거리역 버스정류장 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
2193,서울특별시 은평구 증산로 470,응암역 신사오거리역 버스정류장 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
2194,서울특별시 은평구 통일로 1143,은평뉴타운 10단지 버스정류장(중앙차로)(서울시 방면)(12-010) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
2195,서울특별시 은평구 통일로 1143,은평뉴타운 10단지 버스정류장(중앙차로)(서울시 방면)(12-010) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
2196,서울특별시 은평구 통일로 1061,구파발역 입구 버스정류장(서울시 방면)(12-011) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
2197,서울특별시 은평구 통일로 1061,구파발역 입구 버스정류장(서울시 방면)(12-011) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
2198,서울특별시 은평구 통일로 985,박석고개 신도고등학교 버스정류장(중앙차로)(서울시 방면)(12-014) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
2199,서울특별시 은평구 통일로 985,박석고개 신도고등학교 버스정류장(중앙차로)(서울시 방면)(12-014) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
2200,서울특별시 은평구 통일로 933,통일로 933 은평 장례식장 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2201,서울특별시 은평구 통일로 933,통일로 933 은평 장례식장 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2202,서울특별시 은평구 통일로 905,통일로 905 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2203,서울특별시 은평구 통일로 905,통일로 905 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2204,서울특별시 은평구 통일로 897,통일로 897 (구)신한은행 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2205,서울특별시 은평구 통일로 897,통일로 897 (구)신한은행 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2206,서울특별시 은평구 통일로 869,통일로 869 스타벅스 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2207,서울특별시 은평구 통일로 869,통일로 869 스타벅스 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2208,서울특별시 은평구 통일로 861-2,연신내역 7번출구 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2209,서울특별시 은평구 통일로 861-2,연신내역 7번출구 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2210,서울특별시 은평구 통일로 835,통일로 835 우리은행 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2211,서울특별시 은평구 통일로 835,통일로 835 우리은행 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2212,서울특별시 은평구 통일로 821,통일로 821 다비치안경 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2213,서울특별시 은평구 통일로 821,통일로 821 다비치안경 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2214,서울특별시 은평구 통일로 813,통일로 813 타이어뱅크 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2215,서울특별시 은평구 통일로 813,통일로 813 타이어뱅크 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2216,서울특별시 은평구 통일로 809,동명여고 천주교 불광성당 정류장(중앙차로)(서울시 방면)(12-020) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
2217,서울특별시 은평구 통일로 809,동명여고 천주교 불광성당 정류장(중앙차로)(서울시 방면)(12-020) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
2218,서울특별시 은평구 통일로 753,불광역 3/6호선 정류장(중앙차로)(서울시 방면)(12-022) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
2219,서울특별시 은평구 통일로 753,불광역 3/6호선 정류장(중앙차로)(서울시 방면)(12-022) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
2220,서울특별시 은평구 통일로(대조동 15-1),불광역 3번출구 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2221,서울특별시 은평구 통일로(대조동 15-1),불광역 3번출구 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2222,서울특별시 은평구 통일로 683-1,통일로 683-1 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2223,서울특별시 은평구 통일로 683-1,통일로 683-1 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2224,서울특별시 은평구 통일로 659,통일로 659 한전 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2225,서울특별시 은평구 통일로 659,통일로 659 한전 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2226,서울특별시 은평구 통일로62길 17,녹번역 5번 출구 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2227,서울특별시 은평구 통일로62길 17,녹번역 5번 출구 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2228,서울특별시 은평구 통일로62길 17,녹번역 2번 출구 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2229,서울특별시 은평구 통일로62길 17,녹번역 2번 출구 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2230,서울특별시 은평구 통일로62길 17,녹번역 1번 출구 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2231,서울특별시 은평구 통일로62길 17,녹번역 1번 출구 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2232,서울특별시 은평구 통일로 636,통일로 636 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2233,서울특별시 은평구 통일로 636,통일로 636 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2234,서울특별시 은평구 통일로 659,한국전력 건너편 횡단보도 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2235,서울특별시 은평구 통일로 659,한국전력 건너편 횡단보도 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2236,서울특별시 은평구 통일로 700,불광역 3호선/서울혁신파크 정류장(12-023) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
2237,서울특별시 은평구 통일로 700,불광역 3호선/서울혁신파크 정류장(12-023) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
2238,서울특별시 은평구 통일로 716,통일로 716 블랙야크 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2239,서울특별시 은평구 통일로 716,통일로 716 블랙야크 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2240,서울특별시 은평구 통일로 746,불광역 3/6호선 정류장(중앙차로)(고양시 방면)(12-021) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
2241,서울특별시 은평구 통일로 746,불광역 3/6호선 정류장(중앙차로)(고양시 방면)(12-021) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
2242,서울특별시 은평구 통일로 760,르노 코리아 자동차 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2243,서울특별시 은평구 통일로 760,르노 코리아 자동차 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2244,서울특별시 은평구 통일로 796,동명여고 천주교 불광성당 정류장(중앙차로)(고양시 방면)(12-019) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
2245,서울특별시 은평구 통일로 796,동명여고 천주교 불광성당 정류장(중앙차로)(고양시 방면)(12-019) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
2246,서울특별시 은평구 통일로 826,통일로 826 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2247,서울특별시 은평구 통일로 826,통일로 826 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2248,서울특별시 은평구 통일로 840,연신내역(중앙차로)(고양시 방면)(12-017) 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2249,서울특별시 은평구 통일로 840,연신내역(중앙차로)(고양시 방면)(12-017) 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2250,서울특별시 은평구 통일로 860,통일로 860 연신내역 1번출구 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2251,서울특별시 은평구 통일로 860,통일로 860 연신내역 1번출구 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2252,서울특별시 은평구 통일로 894,통일로 894 선일하이츠빌라 버스정류장 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
2253,서울특별시 은평구 통일로 894,통일로 894 선일하이츠빌라 버스정류장 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
2254,서울특별시 은평구 통일로 914,통일로 914 불광치안센터 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
2255,서울특별시 은평구 통일로 914,통일로 914 불광치안센터 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
2256,서울특별시 은평구 통일로 976,박석고개 신도고등학교 정류장(중앙차로)(고양시 방면)(12-013) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
2257,서울특별시 은평구 통일로 976,박석고개 신도고등학교 정류장(중앙차로)(고양시 방면)(12-013) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
2258,서울특별시 은평구 통일로 1048,구파발역 입구 정류장(중앙차로)(고양시 방면)(12-011) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
2259,서울특별시 은평구 통일로 1048,구파발역 입구 정류장(중앙차로)(고양시 방면)(12-011) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
2260,서울특별시 은평구 통일로 1128,은평뉴타운 10단지 정류장(중앙차로)(고양시 방면)(12-009) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
2261,서울특별시 은평구 통일로 1128,은평뉴타운 10단지 정류장(중앙차로)(고양시 방면)(12-009) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
