id,addr,lat,lng,place,class,type,call_number
0,서울 종로구 사직로 125,37.5761639891741,126.972854304506,경복궁역 4번출구 지하철역 입구,가로쓰레기통,일반쓰레기,
1,서울 종로구 사직로 125,37.5761639891741,126.972854304506,경복궁역 4번출구 지하철역 입구,가로쓰레기통,재활용쓰레기,
2,서울 종로구 자하문로 28,37.5785670945776,126.971969841012,스타벅스 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
3,서울 종로구 자하문로 28,37.5785670945776,126.971969841012,스타벅스 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
4,서울 종로구 자하문로 44,37.5799717338378,126.97154998287,라파리나 카페 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
5,서울 종로구 자하문로 44,37.5799717338378,126.97154998287,라파리나 카페 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
6,서울 종로구 자하문로 68,37.5821007213939,126.970931592059,평화제과 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
7,서울 종로구 자하문로 68,37.5821007213939,126.970931592059,평화제과 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
8,서울 종로구 자하문로 13-2,37.5773766105744,126.971968136353,경복궁역 2번출구방면 뉴욕버거 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
9,서울 종로구 자하문로 13-2,37.5773766105744,126.971968136353,경복궁역 3번출구방면 뉴욕버거 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
10,서울 종로구 효자로13길 45,37.582544875368,126.973059283309,청와대 사랑채 분수대 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
11,서울 종로구 효자로13길 45,37.582544875368,126.973059283309,청와대 사랑채 분수대 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
12,서울 종로구 사직동 1-28,37.575936511748,126.967263789945,버스정류장(01-1113) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
13,서울 종로구 사직동 1-28,37.575936511748,126.967263789945,버스정류장(01-1113) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,
14,서울 종로구 자하문로1길 12,37.576573141464,126.97174802679,털보집 앞 상가지역,가로쓰레기통,일반쓰레기,
15,서울 종로구 자하문로1길 50-1,37.5770099710907,126.96968004129,더삼겹 185 앞 상가지역,가로쓰레기통,일반쓰레기,
16,서울 종로구 자하문로1길 34,37.576612402426,126.970550412243,넘버원양꼬치 앞  상가지역,가로쓰레기통,일반쓰레기,
17,서울 종로구 자하문로1길 49-4,37.5767621636113,126.969547804414,해태상회 앞 상가지역,가로쓰레기통,일반쓰레기,
18,서울 종로구 청운동 129,37.5851250196276,126.969948474054,호호당 앞 상가지역,가로쓰레기통,일반쓰레기,
19,서울 종로구 대학로 135,37.5832367502002,127.00145470485,명륜포차 앞 대로변 상가지역,가로쓰레기통,일반쓰레기,
20,서울 종로구 대학로 122,37.582188882319,127.002249558739,탑텐 대학로점 앞 대로변 상가지역,가로쓰레기통,일반쓰레기,
21,서울 종로구 대학로 116,37.5815326869888,127.002336486451,스타벅스 앞 상가지역,가로쓰레기통,일반쓰레기,
22,서울 종로구 이화장1길 20,37.5773714278008,127.005577233035,종로노인종합복지관 뒷편 상가지역,가로쓰레기통,일반쓰레기,
23,서울 종로구 자하문로1길 3-1,37.5764562845038,126.972135572146,세종마을 음식문화거리 부근 상가지역,가로쓰레기통,일반쓰레기,
24,서울 종로구 자하문로1길 5,37.5764620424718,126.972100023583,세종마을 음식문화거리 부근 상가지역,가로쓰레기통,일반쓰레기,
25,서울 종로구 자하문로1길 3,37.5764581852171,126.9721721367,세종마을 음식문화거리 부근 상가지역,가로쓰레기통,일반쓰레기,
26,서울 종로구 자하문로 39,37.5795696913241,126.971100692714,형제마켓 앞 상가지역,가로쓰레기통,일반쓰레기,
27,서울 종로구 자하문로1길 32,37.5765367392952,126.970632289448,서촌 친구네 앞 상가지역,가로쓰레기통,일반쓰레기,
28,서울 종로구 자하문로1길 32,37.5765367392952,126.970632289448,서촌 친구네 앞 상가지역,가로쓰레기통,재활용쓰레기,
29,서울 종로구 필운대로 9-2,37.5771335165691,126.969059394981,도로변 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
30,서울 종로구 통일로16길 3,37.5756161918289,126.957089166423,상가대로변 상가지역,가로쓰레기통,일반쓰레기,
31,서울 종로구 사직로8길 4,37.5746716527447,126.968429762772,버스정류장(01-1128) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
32,서울 종로구 사직로8길 4,37.5746716527447,126.968429762772,버스정류장(01-1129) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,
33,서울 종로구 새문안로 82,37.5697946482449,126.973931516577,에스타워 앞  도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
34,서울 종로구 새문안로 82,37.5697946482449,126.973931516577,에스타워 앞  도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
35,서울 종로구 신문로1가 141,37.5701589574875,126.97579707969,광화문 버스정류장 앞 (01-009) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
36,서울 종로구 신문로1가 141,37.5701589574875,126.97579707969,광화문 버스정류장 앞 (01-009) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
37,서울 종로구 청계천로 1,37.5695464451533,126.978020308327,채널A 본사 앞  도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
38,서울 종로구 종로 14,37.5698126628053,126.97886194878,한국무역공사 빌딩 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
39,서울 종로구 종로 30-1,37.5699494918632,126.980782494707,종로분식 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
40,서울 종로구 종로 30-1,37.5699494918632,126.980782494707,종로분식 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
41,서울 종로구 종로1가 54,37.5702325959004,126.981415752051,종로1가 버스정류장(01-012) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
42,서울 종로구 종로1가 54,37.5702325959004,126.981415752051,종로1가 버스정류장(01-012) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
43,서울 종로구 종로1가 82-2,37.5702139433845,126.979760269618,종로1가 버스정류장(01-011) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
44,서울 종로구 종로1가 82-2,37.5702139433845,126.979760269618,종로1가 버스정류장(01-011) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,
45,서울 종로구 종로1길 50,37.5747244659804,126.979022440109,더 케이트윈타워 대로변앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
46,서울 종로구 종로1길 50,37.5747244659804,126.979022440109,더 케이트윈타워 대로변앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
47,서울 종로구 종로5길 103,37.5742212157143,126.978772292179,세븐일레븐 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
48,서울 종로구 종로5길 103,37.5742212157143,126.978772292179,세븐일레븐 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
49,서울 종로구 종로44길 80,37.5706329190558,127.01466809394,수족관거리 시스페이스 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
50,서울 종로구 종로44길 81,37.5708352705444,127.014764803552,수족관거리 시스페이스 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
51,서울 종로구 종로2가 15-1,37.5703595040387,126.986393850586,종로2가 버스정류장(01-014) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
52,서울 종로구 종로 104,37.5699634381006,126.989111515848,YBM 종로3가 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
53,서울 종로구 종로 104,37.5699634381006,126.989111515848,YBM 종로4가 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
54,서울 종로구 종로 51,37.5707451369668,126.983611410428,종각교차로 앞  도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
55,서울 종로구 종로2가 15-1,37.5703595040387,126.986393850586,종로2가 버스정류장(01-015) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
56,서울 종로구 종로2가 15-1,37.5703595040387,126.986393850586,종로2가 버스정류장(01-015) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
57,서울 종로구 종로 지하 73,37.5702043387209,126.98551944216,CU 종각쇼핑센터 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
58,서울 종로구 종로 74,37.5699433315013,126.985610614898,영안빌딩 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
59,서울 종로구 종로 83,37.5704192743349,126.9866948279,귀금속 도매상가 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
60,서울 종로구 종로 83,37.5704192743349,126.9866948279,귀금속 도매상가 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
61,서울 종로구 율곡로 46,37.5758763395858,126.984551353036,종로경찰서 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
62,서울 종로구 율곡로 46,37.5758763395858,126.984551353036,종로경찰서 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
63,서울 종로구 삼일대로 467,37.5759657913407,126.985853298403,서울노인복지센터 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
64,서울 종로구 삼일대로 467,37.5759657913407,126.985853298403,서울노인복지센터 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
65,서울 종로구 종로1가 1-3,37.5703022939348,126.978040348265,광화문 버스정류소(01-010) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
66,서울 종로구 종로1가 1-3,37.5703022939348,126.978040348265,광화문 버스정류소(01-010) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,
67,서울 종로구 세종대로 178,37.5721506390766,126.977791560982, KT광화문지사 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
68,서울 종로구 세종대로 178,37.5721506390766,126.977791560982, KT광화문지사 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
69,서울 종로구 종로1길 42-1,37.5742266028277,126.978667692214,세븐일레븐 세종로점 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
70,서울 종로구 종로1길 42,37.5739029320481,126.978983502911,이마빌딩 앞  도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
71,서울 종로구 종로1길 42,37.5739029320481,126.978983502911,이마빌딩 앞  도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
72,서울 종로구 세종대로 175,37.5718478584908,126.976168275947,세종문화회관 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
73,서울 종로구 세종대로 175,37.5718478584908,126.976168275947,세종문화회관 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
74,서울 종로구 새문안로5길,37.5729586461953,126.974635535622,광화문역 5번출구 지하철역 입구,가로쓰레기통,일반쓰레기,
75,서울 종로구 새문안로5길,37.5729586461953,126.974635535622,광화문역 5번출구 지하철역 입구,가로쓰레기통,재활용쓰레기,
76,서울 종로구 새문안로 103-1,37.5704809608086,126.976179012331,삼원온누리약국  도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
77,서울 종로구 새문안로 103-1,37.5704809608086,126.976179012331,삼원온누리약국  도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
78,서울 종로구 새문안로 55,37.5704968494713,126.97107522045,서울역사박물관 버스정류장(01-008) 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
79,서울 종로구 통일로 134,37.5667996863316,126.966255525958,디타워 돈의문 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
80,서울 종로구 통일로 134,37.5667996863316,126.966255525958,디타워 돈의문 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
81,서울 종로구 새문안로3길,37.5730377744442,126.972709184907,경복궁역 7번출구 지하철역 입구,가로쓰레기통,일반쓰레기,
82,서울 종로구 새문안로3길,37.5730377744442,126.972709184907,경복궁역 7번출구 지하철역 입구,가로쓰레기통,재활용쓰레기,
83,서울 종로구 수송동 80-7,37.573845814026,126.981147699385,보성사 터 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
84,서울 종로구 수송동 80-7,37.573845814026,126.981147699385,보성사 터 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
85,서울 종로구 종로 1,37.5709578373114,126.977928770123,교보생명 빌딩 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
86,서울 종로구 종로 1,37.5709578373114,126.977928770123,교보생명 빌딩 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
87,서울 종로구 청계천로 35,37.5693392529284,126.981377714314,이마트24 청계천점 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
88,서울 종로구 종로2가 34-2,37.5703328917828,126.988638982469,탑골공원 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
89,서울 종로구 종로2가 34-2,37.5703328917828,126.988638982469,탑골공원 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
90,서울 종로구 종로 113,37.5705864762575,126.990134945748,오복플란트치과의원 건물 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
91,서울 종로구 종로 113,37.5705864762575,126.990134945748,오복플란트치과의원 건물 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
92,서울 종로구 종로 94,37.5699451391001,126.988087440713,버거킹 종로점 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
93,서울 종로구 종로 94,37.5699451391001,126.988087440713,버거킹 종로점 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
94,서울 종로구 종로 104,37.5699634381006,126.989111515848,올리브영 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
95,서울 종로구 종로 104,37.5699634381006,126.989111515848,올리브영 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
96,서울 종로구 종로 160-3,37.5704649032981,126.995641271807,다시세운상가 대로변 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
97,서울 종로구 종로 160-3,37.5704649032981,126.995641271807,다시세운상가 대로변 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
98,서울 종로구 종로 지하 129,37.5704266025836,126.99202930223,1호선 종로3가역 2번출구 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
99,서울 종로구 돈화문로 89,37.576485290675,126.990146620178,제이미파커스 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
100,서울 종로구 돈화문로 89,37.576485290675,126.990146620178,제이미파커스 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
101,서울 종로구 율곡로3길 4,37.5766481740232,126.983533363501,서울공예박물관 앞  도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
102,서울 종로구 율곡로3길 4,37.5766481740232,126.983533363501,서울공예박물관 앞  도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
103,서울 종로구 운니동 98-7,37.5775647609371,126.989001277695,종로웨니스센터 앞  도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
104,서울 종로구 운니동 98-7,37.5775647609371,126.989001277695,종로웨니스센터 앞  도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
105,서울 종로구 율곡로 78,37.5768173425423,126.987649258831,안국역 2번출구 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
106,서울 종로구 율곡로 78,37.5768173425423,126.987649258831,안국역 2번출구 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
107,서울 종로구 북촌로4길 7,37.5799415657652,126.9855017071,재동초등학교 입구  도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
108,서울 종로구 북촌로4길 7,37.5799415657652,126.9855017071,재동초등학교 입구  도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
109,서울 종로구 북촌로 51,37.5813410942238,126.984901182813,에비뉴 골목  상가지역,가로쓰레기통,일반쓰레기,
110,서울 종로구 북촌로 51,37.5813410942238,126.984901182813,에비뉴 골목  상가지역,가로쓰레기통,재활용쓰레기,
111,서울 종로구 북촌로 35,37.5800508567549,126.984789138464,가회동 주민센터 앞  도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
112,서울 종로구 북촌로 35,37.5800508567549,126.984789138464,가회동 주민센터 앞  도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
113,서울 종로구 북촌로5가길 3,37.5797469490698,126.982194537365,아원갤러리 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
114,서울 종로구 북촌로5가길 3,37.5797469490698,126.982194537365,아원갤러리 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
115,서울 종로구 삼청로 68,37.5815765540101,126.981332211855,삼청파출소 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
116,서울 종로구 삼청로 68,37.5815765540101,126.981332211855,삼청파출소 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
117,서울 종로구 삼청로 99-1,37.584400887711,126.981843361454,삼청새마을금고 본점  도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
118,서울 종로구 삼청로 99-1,37.584400887711,126.981843361454,삼청새마을금고 본점  도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
119,서울 종로구 삼청로 102,37.5845203383665,126.982298013345,카페 아뜰리에 앞  도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
120,서울 종로구 삼청로 102,37.5845203383665,126.982298013345,카페 아뜰리에 앞  도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
121,서울 종로구 서순라길 3,37.5708133214043,126.993714079293,가판대 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
122,서울 종로구 서순라길 7,37.5709889233704,126.993676369977,가판대 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
123,서울 종로구 종로3가 2-1,37.5705098406404,126.989542260835,투썸종로3가역 점 앞  도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
124,서울 종로구 돈화문로 32-1,37.5714908635651,126.992109219536,스태리 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
125,서울 종로구 돈화문로 35,37.5715959778406,126.991646116288,국수집 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
126,서울 종로구 대학로 95,37.5797845885617,127.001778871656,NH농협은행 앞  도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
127,서울 종로구 대학로 95,37.5797845885617,127.001778871656,NH농협은행 앞  도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
128,서울 종로구 연건동 28-2,37.5807768641009,126.999249406504,창경궁/서울대병원 버스정류장(01-002) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
129,서울 종로구 연건동 28-2,37.5807768641009,126.999249406504,창경궁/서울대병원 버스정류장(01-002) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,
130,서울 종로구 대학로8길 1,37.581003261332,127.002423869595,마로니에공원 버스정류장(01-220) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
131,서울 종로구 종로 200,37.5706770780112,126.999889520314,종로5가 광장시장 버스정류장(01-020) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
132,서울 종로구 종로 200,37.5706770780112,126.999889520314,종로5가 광장시장 버스정류장(01-020) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,
133,서울 종로구 창경궁로 235,37.582972036022,126.998368345236,명륜3가 성대입구 버스정류장(01-003) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
134,서울 종로구 창경궁로 236,37.5826436294265,126.998834230134,명륜3가 성대입구 버스정류장(01-004) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,
135,서울 종로구 창경궁로 269,37.5853421081725,127.000665725381,혜화로터리 버스정류장(01-005) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
136,서울 종로구 창경궁로 269,37.5853421081725,127.000665725381,혜화로터리 버스정류장(01-005) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,
137,서울 종로구 종로3가 45-4,37.5704933783901,126.993722029911,종로4가 종묘 버스정류장(01-017) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
138,서울 종로구 종로3가 45-4,37.5704933783901,126.993722029911,종로4가 종묘 버스정류장(01-017) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,
139,서울 종로구 대학로 145,37.5841412594425,127.001278104269,아이브로우바 앞  정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
140,서울 종로구 대학로 145,37.5841412594425,127.001278104269,아이브로우바 앞  정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,
141,서울 종로구 대학로 75,37.5780576534957,127.00176309472,방송통신대 버스정류장(01-219) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
142,서울 종로구 종로4가 183,37.5707351820138,126.998444567066,종로5가 광장시장 버스정류장(01-019) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
143,서울 종로구 종로4가 183,37.5707351820138,126.998444567066,종로5가 광장시장 버스정류장(01-019) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,
144,서울 종로구 종로5가 82-1,37.5710311532308,127.001942459411,종로6가 버스정류소(01-021) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
145,서울 종로구 종로5가 82-1,37.5710311532308,127.001942459411,종로6가 버스정류소(01-021) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,
146,서울 종로구 혜화로 32,37.5891727709231,126.999927989279,혜화초등학교 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
147,서울 종로구 혜화로 33,37.5885369389877,126.999399689315,혜화초등학교 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
148,서울 종로구 지봉로5길 7-5,37.5735002829862,127.01436607091,구민회관 입구 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
149,서울 종로구 종로 347,37.5740562569508,127.016000015149,다이소 동묘점 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
150,서울 종로구 종로 347,37.5740562569508,127.016000015149,다이소 동묘점 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
151,서울 종로구 종로 299-1,37.5719956199263,127.011028466821,동대문본가 설렁탕 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
152,서울 종로구 종로 299-1,37.5719956199263,127.011028466821,동대문본가 설렁탕 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
153,서울 종로구 숭인동 1311,37.5757127044219,127.022773705674,신설동역 11번출구 지하철역 입구,가로쓰레기통,일반쓰레기,
154,서울 종로구 종로 294,37.5712625089941,127.010715368227,KFC 동대문점 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
155,서울 종로구 종로 294,37.5712625089941,127.010715368227,KFC 동대문점 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,
156,서울 종로구 종로 289,37.5717545176917,127.009969690098,빽다방 동대문역점 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
157,서울 종로구 종로 294,37.5712625089941,127.010715368227,KFC 동대문점 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
158,서울 종로구 종로 307,37.5722159232795,127.011854397226,동대문역 2번 출구 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
159,서울 종로구 종로 359,37.5733722075697,127.01675118037,동묘앞역 1호선 1번 출구 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
160,서울 종로구 종로 400,37.5746992404558,127.021955735491,ABL생명빌딩 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,
161,서울 종로구 인사동길 62,37.5754107444405,126.983506467128,북인사관광안내소 앞 상가지역,가로쓰레기통,일반쓰레기,
162,서울 종로구 인사동길 62,37.5754107444405,126.983506467128,북인사관광안내소 앞 상가지역,가로쓰레기통,재활용쓰레기,
163,서울 종로구 인사동길 40,37.5740435215504,126.9851385682,수도약국 앞 상가지역,가로쓰레기통,일반쓰레기,
164,서울 종로구 인사동길 40,37.5740435215504,126.9851385682,수도약국 앞 상가지역,가로쓰레기통,재활용쓰레기,
165,서울 종로구 인사동길 12,37.5718961547884,126.987230558854,대일빌딩 앞 상가지역,가로쓰레기통,일반쓰레기,
166,서울 종로구 인사동길 12,37.5718961547884,126.987230558854,대일빌딩 앞 상가지역,가로쓰레기통,재활용쓰레기,
167,서울 종로구 창신동 204-14,37.5721253320394,127.01225816224,동대문(흥인지문)I3(01-037) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
168,서울 종로구 신문로2가 15,37.568877266023,126.970173579995,서울역사박물관.경희궁I3(01-007) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
169,서울 종로구 신문로2가 1-33,37.5691527089342,126.970207541581,서울역사박물관.경희궁O3(01-008) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
170,서울 종로구 종로5가 11-2,37.5710806191811,127.004973650234,종로5가I6(이동형)(01-120) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
171,서울 종로구 종로5가 11-2,37.5710806191811,127.004973650234,종로5가I6(이동형)(01-120) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
172,서울 종로구 종로5가 11-2,37.5710806191811,127.004973650234,종로6가I6(이동형)(01-022) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
173,서울 종로구 종로5가 11-2,37.5710806191811,127.004973650234,종로6가I6(이동형)(01-022) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
174,서울 종로구 종로4가 32-8,37.5707221670501,126.996534037355,종로4가 버스정류소(01-018) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
175,서울 종로구 종로4가 32-8,37.5707221670501,126.996534037355,종로4가 버스정류소(01-018) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
176,서울 종로구 종로 지하 129,37.5704266025836,126.99202930223,종로3가 버스정류소(01-016) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
177,서울 종로구 종로 지하 129,37.5704266025836,126.99202930223,종로3가 버스정류소(01-016) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
178,서울 종로구 종로 지하 73,37.5702043387209,126.98551944216,종로2가 버스정류소(01-013) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
179,서울 종로구 종로 지하 73,37.5702043387209,126.98551944216,종로2가 버스정류소(01-013) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
180,서울 종로구 사직로 115,37.5762907128459,126.971510969243,경복궁역 1번 출구/사직단 어린이도서관 (01114) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
181,서울 종로구 사직로 115,37.5762907128459,126.971510969243,경복궁역 1번 출구/사직단 어린이도서관 (01114) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,
182,서울 종로구 새문안로 9,37.5667630123693,126.967202493985,서대문역사거리/적십자병원(01169) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
183,서울 종로구 새문안로 9,37.5667630123693,126.967202493985,서대문역사거리/적십자병원(01169) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,
184,서울 종로구 신문로1가 141,37.5701589574875,126.97579707969,광화문 버스정류장 앞 (01-009) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
185,서울 종로구 신문로1가 141,37.5701589574875,126.97579707969,광화문 버스정류장 앞 (01-009) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,
186,서울 종로구 종로1가 54,37.5702325959004,126.981415752051,종로1가 버스정류장(01-012) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,
187,서울 종로구 종로1가 54,37.5702325959004,126.981415752051,종로1가 버스정류장(01-012) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,
